case_id,exhibit_id,snapshot_date,logical_name,resolved_path,file_name,size_bytes,modified_time_utc,sha256,expected_sha256,status,raw_corpus_url,candidates_found
25-7526,exhibit_a,2026-06-03,2026-06-03_fsicss_legal_corpus_categorized.jsonl,/Users/troywilkes/repos/datascience/legal/cases/25-7526/data/2026-06-03_fsicss_legal_corpus_categorized.jsonl,2026-06-03_fsicss_legal_corpus_categorized.jsonl,4545772,2026-06-04T10:18:58.511978+00:00,f31810dadd85e57a8ae5199af504d6f0708349f05bc651ae66a8d05079d917db,f31810dadd85e57a8ae5199af504d6f0708349f05bc651ae66a8d05079d917db,PASS,https://raw.githubusercontent.com/handicapskater/datascience/main/legal/cases/25-7526/data/2026-06-03_fsicss_legal_corpus_categorized.jsonl,/Users/troywilkes/repos/datascience/legal/cases/25-7526/data/2026-06-03_fsicss_legal_corpus_categorized.jsonl
